name,price,description,sku,bottle_size,alcohol_vol,sugar_content,varietal,country,region,score,wine_type,group
Dowie Doole BFG Grenache 2016,34.95,medium intensity red crimson hue vibrant bouquet juicy raspberry strawberry boiled candy slight floral hint lavender palate medium bodied elegant revealing strawberry cherry toffee apple vibrant vivid palate demonstrating grenaches intrinsic vibrancy elegance,816314,750,14.3,,grenache,Australia,,,red,LCBO
Dowie Doole C.T. Shiraz 2016,36.1,named winemaker chris thomas shiraz matured month french oak american oak hogshead musing bination second fill barrel year age unmistakable mclaren vale shiraz bouquet dark red fruit clovescassis lovely french oak note cedar star anise lifting fruit glass palate rich full layer dark fruit licorice plum mouthfeel refined long tannin cooler clarendon vineyard giving wine elegant tannin line giving wine great length month oak maturation using second fill oak plexity maintaining,816322,750,14.2,,shiraz,Australia,South Australia,,red,LCBO
Dowie Doole Merlot 2016,31.1,merlot matured month french oak american oak hogshead new brilliant crimson purple hue bright red blue fruit raspberry blueberry plum hint clove cinnamon stick linger background subtle hint oak cedar pencil shaving lift fruit spice bright red fruit flow onto palate giving wine juicy mouthfeel tannin soft balanced allowing wine fruit shine still giving wine structure length balance fruit oak tannin allow wine enjoyed future,816371,750,14.0,,merlot,Australia,,,red,LCBO
Dowie Doole G & T,29.9,grenache tempranillo blend aged month year old french oak barrel medium intensity red crimson hue vibrant bouquet juicy raspberry strawberry spice palate medium bodied elegant revealing strawberry cherry spice vibrant zippy wine fine chalking tannin structure making ideal plement wide range food,816397,750,13.9,,grenache/tempranillo,Australia,,,red,LCBO
Dowie Doole Hooley,19.25,shiraz dominated blend aged month maturation oak barrel stainless steel tank add fruit vibrancy deep purple vibrant hue grenache character strawberry cherry boiled candy jump glass first followed deeper darker shiraz fruit plum blackberry spice fruit character nose follow onto palate wine fruit driven juicy soft subtle gentle tannin line giving wine good structure length,816405,750,14.2,,cabernet sauvignon,Australia,,,red,LCBO
Fento Tinto Rias Baixas 2017,23.5,mediumbodied plex blend grape native rias baixas region atlantic coast aroma red fruit floral note earthy tone whisper minerality clean smooth go well pork ripe cheese,817825,750,12.0,,red - medium bodied,Spain,Rias Baixas,,red,LCBO
Mouchão Red 2013,74.5,point wine advocate tinto regular estate bottling blend alicante bouschet trincadeira aged month used liter tonels varying age e alcohol first pour unassuming air fleshed showed power became impressive reasonably concentrated intense beautifully structured developed darker flavor profile beef chocolate seemed expressive,824235,750,14.0,,alentejo,Portugal,Alentejo,,red,LCBO
Petit Caus Blanc 2016,17.15,pale straw yellow colour mineral scent crushed rock whiteflesh fruit dry vibrant lively acidity perfectly balanced wine,433440,750,11.5,,chenin blanc,Spain,Penedès,,white,LCBO
La Calma 2013,55.0,colour gold aroma ripe pit fruit touch smokiness delicate spice taste sumptuously rich structured,433481,750,12.5,,xarel-lo,Spain,Penedès,,white,LCBO
Vineland Estates Gewürztraminer 2015,17.95,stride unusual grace lightbodied yet silky intensely fruity refreshingly dry essence classically alsatian though dialed moderate eight lychee apple spicy ginger flower perfect light curry score beppi crosariol globe mail april,434779,750,13.1,14.0,gewurztraminer,Canada,Ontario,90.0,white,VINTAGES
Orsogna Charisma 2016,21.55,na,434794,750,12.5,,trebbiano,Italy,Abruzzo,,white,LCBO
Enclos Des Anges Blanc AOP Corse Calvi 2015,40.1,shiny gold colour long leg individualistic expression vermentinu citrus fruit mixed herbal spice curry flower jasmin wellbalanced acidity round mouthfeel buttery nutty flavour slight reminiscence muscat year old vine handpicked grape low yield hlha aged month lee concrete vat,434869,750,15.0,,vermentino,France,Corsica,,white,LCBO
Rapariga Da Quinta White 2016,12.0,fruity aroma suggesting tropical fruit peach pineapple round fresh acidity,435312,750,14.0,,antao vaz,Portugal,Alentejo,,white,LCBO
1583 Albariño De Fefiñanes 2016,39.55,pale gold incisive mineralaccented aroma tangerine pear skin peach honeysuckle carry spicy top note lively sharply focused palate offering concentrated citrus orchard fruit bitter quinine flavour underscored chalky minerality finish dry nervy extremely long featuring resonating orange zest floral quality emphatic minerality,437318,750,13.5,,alvarinho/albarino,Spain,,,white,LCBO
Kydonitsa Barrique White 2015,44.1,orange hue speaks natural wine produced like red letting skin seed macerate result smooth fruity fragrant plex wine delicate enough match fish vegetable sturdy enough pair meat dish,437664,750,13.0,,white,Greece,,,white,LCBO
Domaine de La Baume Elisabeth Viognier 2016,16.95,enticing scent rose lychee lilac gingerpeach tea lead nose pretty highly aromatic white mediumweight palate slightly slick feel balanced ample acidity spiced orange peach tone remain close drink best buy score lauren buzzeo wine enthusiast aug,438796,750,14.5,2.0,viognier,France,South of France,88.0,white,VINTAGES
Roditis White 2016,30.9,natural wine tends towards exotic mango touch nuttiness subtly earthy tone finish dry richness creaminess remains palate pair robust fish dish white meat main,439348,750,13.0,,roditis,Greece,,,white,LCBO
Roditis White 2016,201.9,uncork towering taste true greek talent rich creamy beautifully textured white note seam mango highlight tropical aroma swirling glass faint touch nuttiness restrained earthiness lend even personality finish dry refreshing,439363,3000,13.0,,roditis,Greece,,,white,LCBO
Avondale Jonty's Ducks Pekin White 2016,16.95,avondale biodynamic winery south africa paarl region owner johnathan grieve employ posse duck patrol vineyard looking snail snail apparently eat vine fruit cocktail chenin blanc roussanne muscat de frontignan viognier semillon pale straw colour minerally peachy nose note cinnamon mediumbodied dry peach citrus flavour well balanced good length excellent score star tony aspler quench magazine undated,439554,750,13.5,5.0,chenin blanc,South Africa,Paarl,,white,VINTAGES
Harvey River Estate Shiraz 2016,15.55,intense blackberry plexity supported well french oak offer essential australian shiraz intense blackberry plexity supported well smooth tannin french oak clean ripe berry fruit spiced plum hint vanilla,833996,750,14.5,,shiraz,Australia,,,red,LCBO
Macanita Olgas Red 2016,112.4,field blend aged wellused french oak show raspberry cherry fine intensity flavour nice fresh sloppy jammy show terrific midpalate precision serious feel fine acidity lift fruit,841890,750,14.0,,red,Portugal,Douro,,red,LCBO
Macanita Touriga National Cima Corgo 2015,59.85,point wine advocate debut vintagesourced cima corgo vine meter pletely unoakedfruit forward intensity flavor puritythis certainly fine structure taste great develop need least year settle maybe,841908,750,14.0,,touriga nacional,Portugal,Douro,,red,LCBO
Stanley Red Wine 2016,15.1,elegant wine great balance structure intense colour balance ripe fruit wood notorious palate voluminous soft tannin long finish,849844,750,14.5,,touriga nacional,Portugal,Setubal,,red,LCBO
Bodegas Los Bermejos Listan Negro Barrica 2017,31.9,na,649110,750,13.0,,sangiovese,Spain,,,red,LCBO
Wakefield Merlot 2017,19.95,deep purple color spicy aroma ivory charcoal briquette eucalyptus juniper fine soap cracked pepper satiny vibrant fruity mediumtofull body smooth refreshing mediumlong raspberry macaron black cassis allspice black mint finish wellintegrated tannin moderate oak flavor exotically herbal fantastically balanced merlot approachable serious exceptional cellar selection score undated,683201,750,14.5,4.0,merlot,Australia,South Australia,91.0,red,VINTAGES
Santa Sofia Amarone della Valpolicella Classico 2012,53.95,layered pretty chocolate spice character integrated tannin full body delicious score james suckling oct,713669,750,15.0,7.0,corvina,Italy,Veneto,92.0,red,VINTAGES
Tom of Finland OUTstanding Red Wine 2016,25.3,label depicting tom finland artwork showcasing wine full flavour character created blend petite sirah zinfandel cabernet sauvignon merlot make pleasurable experience worthy artist brings together spiciness peppery note zinfandel touch blackberry herbal note suppleness merlot slight eucalyptus cassis cabernet sauvignon sweet blueberry petite sirah integrates beautifully finishing toasty oak character rich remarkably smooth,855163,750,14.5,,petite sirah,USA,California,,red,LCBO
Dowie Doole Cali Road Shiraz 2016,69.85,intense deep red bright crimson hue plex nose dark berry fruit choc mocha star anise cedar fullbodied palate rich generous special selection month seasoned barrel added weight structure whilst enhancing fruit intensity flavour dark berry blackberry clove dark chocolate plex wine excellent tannin structure amazing length weight,816363,750,14.5,,shiraz,Australia,,,red,LCBO
Schreiber Saint Laurent Dry 2012,17.2,highly sociable red adapt big cut beef simple endoftheweek pizza dinner display robust character richly coloured juicy core dark cherry flavour one wrap around seamlessly dry finish,237395,750,12.1,,saint laurent,Germany,Rheinhessen,,red,LCBO
Pertinace Barbera d'Alba DOC 2014,30.05,na,314558,750,13.5,,barbera,Italy,Piedmont,,red,LCBO
Paxton MV Shiraz 2016,19.95,huon hooke include tasting note score star huon hooke dec,327403,750,14.0,4.0,shiraz/syrah,Australia,South Australia,,red,VINTAGES
Aphros Loureiro White Vinho Verde 2009,20.2,loureiro lima subregion vinho verde lee aging four month create concentrated lush style vinho verde great minerality expect golden apple juice pineapple white flower,439884,750,12.0,,loureiro,Portugal,Vinho Verde,,white,LCBO
Rivetto Langhe Nascetta DOC Borea 2014,45.6,made mon white grape sinio piedmont semiaromatic northern italian white citrus honey nose load crisp minerality make natural match scallop shrimp oyster,440213,750,13.0,,white - fruity,Italy,Piedmont,,white,LCBO
Obejita Verde 2016,15.55,na,440296,750,12.5,,white - full bodied,Spain,Valencia,,white,LCBO
Stone Castle Chardonnay 2016,12.35,na,440346,750,13.0,,chardonnay,Kosovo,,,white,LCBO
Revelry Viognier 2013,11.25,nose subtle pleasing air reveals lovely floral melon note along apple pear ginger lemon peel palate show good balance integration delightfully floral character rich melon pear ginger tone emerge fantastic value price vintage panel june,441170,750,12.5,10.0,viognier,Canada,Ontario,,white,VINTAGES
Sugarbush Riesling VQA,19.0,pale lemon colour riesling produced small familyowned operated sugarbush vineyard heart prince edward county pleasant note peach green apple along lemony note refreshing balance flavour balanced crisp medium acidity hitting palate pair tuna chicken salmon vintage panel july,441451,750,12.5,10.0,riesling,Canada,Ontario,,white,LCBO
Sugarbush Gewürztraminer VQA,19.0,magnificently aromatic rose petal lychee note expressive nose gewurz plenty crisp acidity nice finish replay flavour including apricot citrus spice touch floral pair choucroute turkey sandwich zesty chicken wing vintage panel july,441469,750,12.1,14.0,gewurztraminer,Canada,Ontario,,white,LCBO
Waterkloof Seriously Cool Chenin Blanc 2017,17.95,outside france south africa undisputed temple chenin blanc e bush vine aged year serf subtle lemon melon white flower honey note lifted juicy acidity pour grilled pork sausage chicken burger vintage panel feb,443382,750,13.5,6.0,chenin blanc,South Africa,Stellenbosch,,white,VINTAGES
Santa Ema Gran Reserva Sauvignon Blanc 2017,15.95,sourced eastfacing site chilean coastal range vintage dry hot resulting one earliest harvest year yield lower usual health fruit exceptional tropical fresh elegant delicious racy vibrant acidity pure underpinning mineral note juicy fruity lot green apple snappy citrus tone yum enjoy shrimp white fish vintage panel jan,443507,750,13.5,2.0,sauvignon blanc,Chile,Leyda Valley,,white,VINTAGES
Lakeview Cellars Morgan Vineyard Kerner 2017,15.75,kerner grape grown throughout germany rare ontario created august herold crossed red grape trollinger riesling earlyripening grape often among first white harvested wine bright vibrant fine apple peach spice plenty kerners characteristic tropical fruit emerging rieslinglike mineral oil note straddle dry offdry nice option spicy grilledshrimpandpineapple kebab vintage panel march,443614,750,12.0,14.0,kerner,Canada,Ontario,,white,VINTAGES
EastDell Estates Black Label Viognier 2014,13.25,na,443622,750,13.0,9.0,viognier,Canada,Ontario,,white,VINTAGES
Gadais Vieilles Vignes Muscadet Sèvre et Maine 2015,17.95,impressively rich ripe within light poised character classic muscadet balance floral apple pear fruit tight mineral texture give wine young character extended lee aging added note almond spice ripe wine drink editor choice score roger voss wine enthusiast sept,444406,750,12.0,4.0,melon de bourgogne,France,Loire,91.0,white,VINTAGES
Birillo 2014,23.9,tasty red dark fruit deep rough touch rustic grippy well nice acidity herbal hint lot nice element well balanced whole e typically italian,430412,750,14.0,,merlot/cabernet sauvignon,Italy,,,red,LCBO
Kendall-Jackson Vintner's Reserve Pinot Noir 2017,24.95,na,657940,750,12.5,5.0,pinot noir,USA,California,,red,VINTAGES
Cambria Julia's Vineyard Pinot Noir 2015,34.95,julias vineyard named julia jackson back almost twenty year original fogcovered pinot noir vine planted santa maria site ancient soil full fossilized seashell shale limestone sand site unique boast one longest growing season california fruit intense showing ripe black raspberry blueberry flecked red note cranberry pomegranate classic brown baking spice hedonistic california pinot noir rich mouthfilling wine mix clone including barrel aged month french oak percent new salmon mushroom risotto duck spicy meatball roasted chicken root vegetable fine match score anthony gismondi oct,980482,750,14.5,4.0,pinot noir,USA,California,90.0,red,VINTAGES
Milkwood Shiraz Viognier 2017,13.95,bright aroma cherry red berry lead generous palate plum cherry note leather cigar box tannin firm finish long,868257,750,14.0,,shiraz/viognier,South Africa,Western Cape,,red,LCBO
Duemani Cifra IGP 2017,54.55,brooding thick expression hearty cabernet franc grape piled high kind tuscan warmth sunshine wine ooze personality power inky dark fruit thick extraction cifra made organic biodynamic fruit tuscan coast sweet plum prune give momentum finish,822833,750,14.0,,cabernet franc,Italy,Tuscany,,red,LCBO
Duemani Altrovino IGP 2015,67.35,merlot cabernet franc altrovino austere red blend made without barrique unique approach allows fruit expression certainly get loud clear wine wild untamed brambly element bouquet forest floor dark berry fruit grilled herb scorched earth wine show sharp edgy personality soften another year bottle aging robert parker pt,822841,750,14.0,,cabernet franc/merlot,Italy,,,red,LCBO
Ca' Momi Heartcraft Cabernet Sauvignon 2016,34.95,made fruitforward style napa cabernet overflowing big flavour juicy black cherry cassis vanilla coffee ca momus intends wine enjoyment pany family friend great meal heartily agree mend menu featuring braised rack lamb garlic thyme vintage panel june,315002,750,13.9,7.0,cabernet sauvignon,USA,California,,red,VINTAGES
Sexy Explosion D'Amour Grande Cuvee 2014,31.3,eighteen month aging oak barrel add plenty oomph blend cabernet sauvignon touriga nacional fullbodied fruity flavour accented vanilla spice sip sampling hard cheese plate favourite spicy dish,485481,750,15.0,,red,Portugal,Alentejo,,red,LCBO
Game Of Thrones Red Blend,30.0,sure enjoyed seven kingdom carefullycrafted blend brimming black fruit aroma flavour wine robust lush texture complex note leather spice woven warm spicy finish pour hearty filling dish herbed rack lamb savoury sausage,515684,750,13.9,6.0,red,USA,California,,red,LCBO
Game Of Thrones Napa Valley Cabernet Sauvignon,74.95,finest vineyard kingdom perfect choice feast savour rich cabernet silky luxurious patiently matured selected barrelbybarrel replete note blackcurrant spice dusk rose drink savoury meat pie age cellar several season,517896,750,14.7,5.0,cabernet sauvignon,USA,California,,red,LCBO
Game Of Thrones Pinot Noir,29.95,made select oregon pinot noir grape supple fruit forward wine would impress tyrion lannister series wine lover would find aroma flavour strawberry cedar beetroot hint vanilla glass followed long smooth finish enjoy food fit royal roast duck venison,666750,750,14.4,8.0,pinot noir,USA,Oregon,,red,LCBO
Finca La Emperatriz Reserva 2014,31.95,classical finca la emperatriz reserva cropped challenging vintage vineyard work made difference blend tempranillo garnacha viura graciano fermented stainless steel indigenous yeast short maceration matured american french oak barrel month favorite selection tasted found serious balanced nicely integrated oak neatly folded fruit subtle elegant mediumbodied good freshness fine tannin drink date score robert parker jr feb,359927,750,14.0,5.0,tempranillo,Spain,Rioja,93.0,red,VINTAGES
Tarquino Sauvignon Blanc,7.95,pale straw colour aroma melon honey citrus palate extradry mediumbodied flavour citrus mineral apple zingy acidity help lift citrus flavour leading crisp refreshing finish,447052,750,12.5,4.0,sauvignon blanc,Argentina,Mendoza,,white,LCBO
Evans & Tate Breathing Space Sauvignon Blanc,9.95,pale lemon colour delicate aroma citrus mineral passion fruit honeydew melon fill nose palate dry mediumbodied balanced acidity filled citrus grapefruit herbal snow pea flavour clean finish good length,447078,750,12.5,9.0,sauvignon blanc,Australia,South Australia,,white,LCBO
Domaine des Tourelles White 2015,17.25,aromatic lovely lemon citrus peach white flower tone soft dry long nutty finish good supervalue wine pair citrusmarinated fish vintage panel aug,447169,750,14.0,2.0,white,Lebanon,Bekaa Valley,,white,VINTAGES
Marchand-Tawse Meursault Blagny 1er Cru 2013,105.0,pale bright yellow pear apple flower fresh herb nose plus hint anise round lightly salty palate offering moderately concentrated stone fruit floral flavor finish slightly tart quality drinking window score stephen tanzer aug,448720,750,13.0,3.0,chardonnay,France,Burgundy,89.0,white,VINTAGES
Les Dauphins CdRhone Reserve White AOC,10.45,pale straw colour delicate aroma citrus apple pear extradry lightbodied palate reflects nose flavour citrus stone fruit lead crisp clean finish,450205,750,12.5,2.0,white,France,Rhône,,white,LCBO
Te Pa Sauvignon Blanc 2017,19.95,wonderfully fragrant nose showing passionfruit green rockmelon musk lime zest subtle herbaceous note palate impressively weighted focused display excellent fruit vibrancy intensity leading superbly long delicious finish best score sam kim wineorbitconz sept,450668,750,13.5,6.0,sauvignon blanc,New Zealand,Marlborough,93.0,white,VINTAGES
Jean Dauvissat Les Preuses Chablis Grand Cru 2012,96.0,chablis grand cru le preuses precise granite smoke gunflint bouquet reserved pelling palate extremely wellbalanced perfectly judged acidity lends le preuses sense weightlessness turn volteface offer lovely prickle ginger finish superbon say france drink score neal martin aug,453159,750,13.0,3.0,chardonnay,France,Burgundy,92.0,white,VINTAGES
By Chadsey's Cairns White Horse VQA,21.4,set picturesque prince edward county winery named ira chadsey built stone cairn within property brimming elegant note citrus white flower ripe apple mediumbodied fruity refreshingly crisp finish try aperitif enjoy grilled white fish rice,453464,750,11.5,9.0,white ,Canada,Ontario,,white,LCBO
Rotem & Mounir Saouma Magis Châteauneuf-du-Pape Blanc 2016,145.0,scheduled bottled september brought demimuids chateauneufdupape magi blanc certainly one white vintage give grand cru white burgundy run money orchard white peach fruit honeysuckle toasted brioche crushed rocklike minerality give way medium fullbodied concentrated yet exceedingly elegant white stay tight focused palate beautiful tension purity need white like southern rhone going benefit year bottle keep two decade score jeb dunnuck aug,453613,750,14.0,6.0,grenache blanc,France,Rhône,95.0,white,VINTAGES
Vino Lauria Fontanebianche Alcamo Bianco DOC 2016,22.35,made classic sicilian blend catarratto zibibbo wine shine like midday sun patio mediterranean named white soil grown offer refreshing grapefruit lemon backed lot minerality clean crisp finish,453646,750,12.0,,white,Italy,Sicily,,white,LCBO
Domaine Potinet-Ampeau Meursault 2003,96.2,golden colour leaning towards bronze age bouquet strong aroma ripe grape butter honey citrus fruit also present palate rich fat cheerful appealing taste hazelnut unctuousness freshness silky balance,454875,750,13.5,,chardonnay,France,Burgundy,,white,LCBO
Zorzettig Pinot Grigio 2016,20.85,premium pinot grigio heart friuli deeply fruity bouquet note blossom toastiness velvety smooth ideal aperitif alongside salty snack including cured ham,456623,750,13.0,,pinot grigio,Italy,Friuli,,white,LCBO
Jean Dauvissat Vieilles Vignes Vaillons Chablis 1er Cru 2011,55.0,chablis er cru vaillons vieilles e vine year old parcel vaillons raised barrel stainless steel first year stainless steel second demonstrates great detail nose freshly sliced plemented flint smoke aroma palate mediumbodied engaging core mandarin apricot surrounded superb mineral note precise great length another superb chablis wine drink score neal martin aug,457002,750,12.5,3.0,chardonnay,France,Burgundy,92.0,white,VINTAGES
Debbie Travis Pinot Grigio VQA,11.75,produced pillitteri vineyard direct input debbie wine created take guesswork wine buying pale lemon colour offer aroma lemon pear palate dry light soft flavour lemon pear honeydew followed fresh crisp finish,457515,750,13.0,9.0,pinot grigio,Canada,Ontario,,white,LCBO
Mayacamas Chardonnay 2015,82.0,chardonnay emerges dryfarmed old vine property vintage chardonnay surprisingly rich unctuous yet also retains midweight feel orchard fruit white flower mint along slightly tropical overtone give much distinctive personality reader find plan cellaring least year wine need time shed baby fat tasted red good minute glass chardonnay flatout gorgeous wine spent time larger foudres likely helped retain measure freshness drinking window score antonio galloni dec,457556,750,14.5,2.0,chardonnay,USA,California,95.0,white,VINTAGES
Rex Hill Seven Soils Chardonnay 2015,40.0,lush aromatics push bouquet toasted hazelnut citrus peel apple white peach glass flavor follow clean spicy wine fresh lively mouthfeel onethird fruit sourced estate premier jacobhart vineyard wine spent month new french oak editor choice score paul gregutt wine enthusiast dec,458158,750,13.5,2.0,chardonnay,USA,Oregon,92.0,white,VINTAGES
Cos Rami 2014,72.4,na,458314,1500,12.0,,white,Italy,,,white,LCBO
Ryder Chardonnay 2016,17.95,mistake cali chard coolclimate wine dont fret mistake grape wine sourced estate vineyard situated northernmost coolestclimate region monterey county notion peach tropical fruit vanilla lightly toasty oak paint vivid picture pour barbecued chicken fish vintage panel jan,458638,750,13.9,7.0,chardonnay,USA,California,,white,VINTAGES
Twomey Sauvignon Blanc 2017,47.0,na,458695,750,14.0,2.0,sauvignon blanc,USA,California,,white,VINTAGES
Joel Gott Unoaked Chardonnay 2016,23.95,na,458778,750,13.9,3.0,chardonnay,USA,California,,white,VINTAGES
Sofia Chardonnay 2016,27.95,sommelier wine award include tasting note score sommelier wine award,458836,750,12.5,5.0,chardonnay,USA,California,92.0,white,VINTAGES
Santo Santorini Assyrtiko,23.35,pale lemon colour bouquet filled aroma ripe pear apple lemon floral note lightbodied refreshing white dry racy acidity show flavour citrus melon mineral palate hint smoke volcanic soil grape grown,459032,750,13.5,4.0,assyrtiko,Greece,Santorini,,white,LCBO
Domaine FL La Croix Picot 2015,33.3,savennieres shallow soil prised welldrained sandstone schist volcanic rock rhyolite aeolain sand allow excellent drainage slight cluster dehydration resulting concentrated fruit flavour trademark chenin blanc soil bined mesoclimatic influence loire create dry fullbodied chenin blanc succulent mouthfeel intense aroma remarkable ageability chenin blanc area undergo typical secondary malolactic fermentation maintain wine freshness bouquet,459148,750,13.5,,chenin blanc,France,Loire,,white,LCBO
Sancerre Tradition Domaine Fleuriet 2016,36.55,expressive nose floral fruity note exotic fruit lightly vegetal fresh attack palate round fullbodied finish fruity underlying vegetal edge,459163,750,13.5,,sauvignon blanc,France,Loire,,white,LCBO
De Stefani Kreda 2014,49.15,made refosco wine rich intense enjoy beef venison,374016,750,15.5,,refosco,Italy,Veneto,,red,LCBO
Galan Cabernet Sauvignon 2014,8.8,bold structured red wine pair well venison beef,527993,750,13.5,,cabernet sauvignon,Chile,Curicó Valley,,red,LCBO
Castello di Querceto Chianti Classico 2016,23.95,ripe red showing aroma sliced strawberry black cherry sweet licorice yet energetic fresh full body chewy tannin medium finish drink score james suckling sept,680496,750,13.0,4.0,sangiovese,Italy,Tuscany,92.0,red,VINTAGES
Jim Barry The Lodge Hill Shiraz 2016,21.95,bold blackberry plum framed gently earthy note fragrance palate delivers smooth elegant supple feel red plum meet mulberry fresh neatly groomed mode immediate appeal mediumterm aging potential try score james suckling aug,998476,750,14.0,5.0,shiraz/syrah,Australia,South Australia,93.0,red,VINTAGES
Sebastiani Gravel Bed Red 2016,45.0,brisk cabernet sauvignon percent blended merlot malbec cool tannin carry dark resinous herb character providing zesty counterpoint lush fruit sweetness texture full mellow enlivened fresh mineral acidity provides sandstonelike abrasion finish pour pork rillettes charcuterie score dec,610501,750,14.5,5.0,red,USA,California,91.0,red,VINTAGES
Calem Curva Tinto 2016,15.95,another example remarkable value dry red wine renowned port producer show floral spice lightly toasty oak note embroidering blackberry red fruit impeccably balanced pair grilled paprikarubbed chicken vintage panel april,631499,750,13.3,4.0,red,Portugal,Douro,,red,VINTAGES
Chris Ringland CR Shiraz 2017,24.95,wine sourced vineyard planted took chris ringland year careful pruning retrellising get old vine back shape result stunning elegant barossa standard shiraz lifted violet aroma juicy concentrated dark fruit atop coffee dark chocolate vanilla oak spice tone simply loaded wow factor truly exciting young wine try seared beef tenderloin cognacpeppercorn cream sauce vintage panel may,633479,750,14.8,7.0,shiraz,Australia,South Australia,,red,VINTAGES
Castoro Cellars Estate Grown Zinfandel 2015,24.95,san francisco chronicle petition include tasting note score silver san francisco chronicle petition,645432,750,14.5,6.0,zinfandel,USA,California,,red,VINTAGES
La Legua El Transformador Tempranillo/Cabernet Sauvignon 2014,18.95,big ripe wine touch caramel alongside big black plum note massively tannic relatively plush wine certain freshness ought age well better score james suckling july,645812,750,13.5,4.0,tempranillo/cabernet sauvignon,Spain,Castilla y León,92.0,red,VINTAGES
Badine de la Patache 2014,53.95,wine firm tannin solid structure still young hint blackplum fruit way behind structure thats good wine e together well give rich full wine spice juicy black fruit acidity drink cellar selection score roger voss wine enthusiast sept,647073,750,13.0,4.0,bordeaux,France,Bordeaux,93.0,red,VINTAGES
Confidences de Prieuré-Lichine 2015,49.95,confidence de prieurelichine pretty second wine pliant supple inviting confidence excellent choice drinking next year signature grand e nicely course miniature strong showing drinking window score antonio galloni feb,647107,750,14.0,4.0,cabernet sauvignon/merlot,France,Bordeaux,91.0,red,VINTAGES
Domaine Pardon Cuvée de l'Ermitage Beaujolais-Villages 2017,16.95,made gamay matured month stainless steel light floral notion dark berry long fruity finish supple red wine thatll turn convention head go nicely grilled fish plement roast chicken turkey vintage panel oct,649582,750,13.0,4.0,gamay,France,Beaujolais,,red,VINTAGES
Odisseia Reserva Tinto 2015,19.95,reserva equal blend touriga franca touriga nacional tinta roriz partly aged new french barrel nine month e alcohol way noting vintage year rather different replay little odisseia except bit better depth structure retains elegance silky feel leaning burgundy fresh fruit flavor still vivid even little controlled doubt due subtle wood impact big fat powerful reserva wonderfully graceful tasty one willing lean bit little odisseia moment irresistible reserva deserves consideration hold reasonably well isnt likely develop lot extended aging hand drink rather well drink date score mark squire june,470351,750,14.0,5.0,touriga franca,Portugal,Douro,90.0,red,VINTAGES
Herve Bizeul Côtes du Roussillon 2017,24.9,pt wine advocate super tankaged red bizeul le sorcieres syrah grenache carignan garrigueinfluenced domaine de la chique boast blueberry cherry add extra layer plexity mix medium fullbodied wine silky long represent terrific value,809921,750,13.5,,grenache/syrah/carignan,France,,,red,LCBO
CEF Cabernet 2015,18.85,velvety deeply coloured red created portuguese winery thats nearly century old hint balsamic top rich jammy aroma making wonderful wine pair beef tenderloin asian barbecue dish,837955,750,14.0,,cabernet sauvignon,Portugal,,,red,LCBO
Les Secret des Sabon 2016,233.45,tasted chateauneuf du pape le secret de sabon blind alongside fine estate failed discern huge difference impressive prestige reserve bottlings dont doubt time prove rating conservative hence sign winemaker didier negron retained stem cuvee show moment slightly herbalminty note balanced ripe grenache fruit suggests apricot plum lavender thyme join creamy lush finish fullbodied elegant offering joe czerwinski wine advocate aug,841395,750,15.0,,syrah/mouvedre/grenache,France,,,red,LCBO
Mission Hill Reserve Shiraz 2015,29.95,shiraz cabernet franc viognier fragrant blackberry nose hint bramble palate show lively blackberry fig damson fruit plum tannin finish score decanter world wine award,126763,750,14.0,4.0,shiraz/syrah,Canada,British Columbia,95.0,red,VINTAGES
Guicciardini Strozzi Momi 2016,21.95,peppery nose capsicum red pepper redcurrants dried spice medium body firm tannin taut finish drink score james suckling sept,535336,750,14.3,4.0,red,Italy,Tuscany,91.0,red,VINTAGES
Vasse Felix Filius Cabernet Sauvignon 2016,24.95,winemaker virginia willcock add fair dollop malbec cab rounding adding dash spice matured wine month french oak barriques ripe plum cassis cherry vanilla toasty oak underscored stony minerality cant go wrong steak vintage panel nov,559872,750,14.0,4.0,cabernet sauvignon/malbec,Australia,Western Australia,,red,VINTAGES
Cloudlift Halcyon Cabernet Sauvignon 2013,38.95,firm focused mintaccented black cherry toasty overtone loosely packed frame gliding harmonious finish best score harvey steiman,633933,750,14.6,4.0,cabernet sauvignon,USA,Washington,90.0,red,VINTAGES
Katnook Founder's Block Cabernet Sauvignon 2015,19.95,cabernet sauvignon tasty refined vibrant flavour mint blueberry black fruit plus tinge spice wonderful intensity reflected fruit cleansing acidity finish score decanter asia wine award,660332,750,13.5,5.0,cabernet sauvignon,Australia,South Australia,95.0,red,VINTAGES
Monte da Ravasquiera Reserva da Familia 2016,19.8,smooth blend touriga nacional syrah grape carefully selected specific area jose de mello family vineyard bold red accented ripe fruit floral aroma excellent choice meat lover,854828,750,14.0,,red,Portugal,Alentejo,,red,LCBO
Casa Marina Pinot Noir Litoral Vineyard 2013,34.5,moderately dark color bright red rim bodes well aging aroma cherry red berry hint cool climate cranberry framed wisp smoky peat hearth fire flavour bright firm acid structure supporting fruit tone perceptible aroma persistent finish lingers long late acid backbone carrying red berry late aftertaste,649144,750,14.5,,pinot noir,Chile,,,red,LCBO
